권역코드,권역명,공시월,금융회사 코드,금융회사,금융상품 코드,상품명,저축기간(개월),금리유형 코드,금리유형명,세전 이자율,세후 이자율,세후 이자(예시),최고 우대금리,가입방법,가입제한 코드,가입 대상,이자계산방식,금융상품 문의,우대조건,만기 후 이자율,기타 유의사항,최고한도,공시 시작일,공시 종료일,금융회사 제출일,데이터 출처,수집일시
020000,은행,202607,0010017,부산은행,01030500600002,더(The) 레벨업 정기예금,12,S,단리,2.65%,2.24%,"224,000",3.55%,스마트폰,1,제한없음 (실명의 개인),단리,,*우대이율(최대 0.90%p) 가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p 나. 비대면 정기예금 재예치 우대이율 : 0.80%,"- 만기후1년내: 가입기간별 일반정기예금이율 월이자지급식 x 50%, - 만기후1년초과:가입기간별 일반정기예금이율월 이자지급식 x 20%","1. 가입금액 : 1백만원 이상 제한없음 (원단위) 2. 가입기간 : 6개월, 1년 3. 이자지급방식 : 만기일시지급식",,20260720,,202607201543,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300027000,미즈월복리정기예금,12,M,복리,3.32%,2.81%,"285,186",3.52%,"영업점,인터넷,스마트폰,기타",1,제한없음 (만18세이상 여성으로 실명의 개인 및 개인사업자),복리,,"▶ 최고우대금리 0.2% ① 요구불평잔 : 0.2% -300만원이상 0.1%, 500만원이상 0.2% ② 신용(체크)카드결제실적 : 0.1% -전월결제금 300만원이상 0.05%, 500만원이상 0.1%",*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1년이상 3년제 2. 가입금액 : 5백만원이상 최고 50백만원,50000000,20260720,,202608060840,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300027000,미즈월복리정기예금,24,M,복리,3.19%,2.70%,"556,575",3.39%,"영업점,인터넷,스마트폰,기타",1,제한없음 (만18세이상 여성으로 실명의 개인 및 개인사업자),복리,,"▶ 최고우대금리 0.2% ① 요구불평잔 : 0.2% -300만원이상 0.1%, 500만원이상 0.2% ② 신용(체크)카드결제실적 : 0.1% -전월결제금 300만원이상 0.05%, 500만원이상 0.1%",*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1년이상 3년제 2. 가입금액 : 5백만원이상 최고 50백만원,50000000,20260720,,202608060840,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300027000,미즈월복리정기예금,36,M,복리,3.14%,2.66%,"834,531",3.34%,"영업점,인터넷,스마트폰,기타",1,제한없음 (만18세이상 여성으로 실명의 개인 및 개인사업자),복리,,"▶ 최고우대금리 0.2% ① 요구불평잔 : 0.2% -300만원이상 0.1%, 500만원이상 0.2% ② 신용(체크)카드결제실적 : 0.1% -전월결제금 300만원이상 0.05%, 500만원이상 0.1%",*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1년이상 3년제 2. 가입금액 : 5백만원이상 최고 50백만원,50000000,20260720,,202608060840,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300031000,스마트모아Dream정기예금,1,S,단리,2.36%,2.00%,"17,000",2.46%,"인터넷,스마트폰",1,제한없음 (개인 및 개인사업자),단리,,"▶ 1년미만, 1천만원이상 0.10%p ▶ 1년이상, 1천만원이상 0.20%p",*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1개월이상 3년제 2. 최소가입금액 : 100만원이상,,20260720,,202608060839,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300031000,스마트모아Dream정기예금,3,S,단리,2.57%,2.17%,"54,000",2.67%,"인터넷,스마트폰",1,제한없음 (개인 및 개인사업자),단리,,"▶ 1년미만, 1천만원이상 0.10%p ▶ 1년이상, 1천만원이상 0.20%p",*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1개월이상 3년제 2. 최소가입금액 : 100만원이상,,20260720,,202608060839,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300031000,스마트모아Dream정기예금,6,S,단리,2.83%,2.39%,"120,000",2.93%,"인터넷,스마트폰",1,제한없음 (개인 및 개인사업자),단리,,"▶ 1년미만, 1천만원이상 0.10%p ▶ 1년이상, 1천만원이상 0.20%p",*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1개월이상 3년제 2. 최소가입금액 : 100만원이상,,20260720,,202608060839,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300031000,스마트모아Dream정기예금,12,S,단리,3.22%,2.72%,"272,000",3.42%,"인터넷,스마트폰",1,제한없음 (개인 및 개인사업자),단리,,"▶ 1년미만, 1천만원이상 0.10%p ▶ 1년이상, 1천만원이상 0.20%p",*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1개월이상 3년제 2. 최소가입금액 : 100만원이상,,20260720,,202608060839,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300031000,스마트모아Dream정기예금,24,S,단리,3.09%,2.61%,"523,000",3.29%,"인터넷,스마트폰",1,제한없음 (개인 및 개인사업자),단리,,"▶ 1년미만, 1천만원이상 0.10%p ▶ 1년이상, 1천만원이상 0.20%p",*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1개월이상 3년제 2. 최소가입금액 : 100만원이상,,20260720,,202608060839,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300031000,스마트모아Dream정기예금,36,S,단리,3.04%,2.57%,"772,000",3.24%,"인터넷,스마트폰",1,제한없음 (개인 및 개인사업자),단리,,"▶ 1년미만, 1천만원이상 0.10%p ▶ 1년이상, 1천만원이상 0.20%p",*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1개월이상 3년제 2. 최소가입금액 : 100만원이상,,20260720,,202608060839,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300035000,굿스타트예금,12,S,단리,3.12%,2.64%,"264,000",3.62%,스마트폰,1,제한없음 (개인 및 개인사업자),단리,,▶ 최고우대금리 0.5% ① 첫예금거래 : 0.4% -최근1년동안 정기예금 계좌 신규 또는 해지이력이 없는경우 ② 개인(신용)정보 수집이용동의 : 0.1% -만기일전일까지 유지시,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,1. 가입기간 : 1년제 2. 가입금액 : 1백만원이상 최고 1억원(1인1계좌),100000000,20260720,,202608060840,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300036000,The플러스예금,3,S,단리,2.45%,2.07%,"52,000",2.45%,"영업점,스마트폰",1,"제한없음 (개인 및 법인(단,국가 지자체 및 금융기관 제외))",단리,,▶ 해당사항없음,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,"1. 가입기간 : 3개월,6개월,1년제 2. 가입금액 : 10백만원이상 고객당 10억원한도",1000000000,20260720,,202608060838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300036000,The플러스예금,6,S,단리,2.68%,2.27%,"113,000",2.68%,"영업점,스마트폰",1,"제한없음 (개인 및 법인(단,국가 지자체 및 금융기관 제외))",단리,,▶ 해당사항없음,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,"1. 가입기간 : 3개월,6개월,1년제 2. 가입금액 : 10백만원이상 고객당 10억원한도",1000000000,20260720,,202608060838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010019,광주은행,TD11300036000,The플러스예금,12,S,단리,2.70%,2.28%,"228,000",2.70%,"영업점,스마트폰",1,"제한없음 (개인 및 법인(단,국가 지자체 및 금융기관 제외))",단리,,▶ 해당사항없음,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 *만기후 1개월 초과: 0.01%,"1. 가입기간 : 3개월,6개월,1년제 2. 가입금액 : 10백만원이상 고객당 10억원한도",1000000000,20260720,,202608060838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000006,제주Dream 정기예금 (개인/만기 지급식),1,S,단리,2.00%,1.69%,"14,000",2.10%,"영업점,인터넷,스마트폰",1,제한없음,단리,,"최고 연 0.1%p(항목별 0.1%p) ①급여이체 ②적립식예금 잔액 10만원 이상 보유 ③탑스, 주거래 고객 ④결제계좌(가맹점) 전월 입금액 10만원 이상 ⑤비과세종합저축 대상 고객 ⑥다자녀(3인이상 자녀)가정 ⑦탐나는 J연금통장 가입고객 ⑧국민연금안심통장 가입고객 ⑨공무원연금안심통장 가입고객","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 1백만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000006,제주Dream 정기예금 (개인/만기 지급식),3,S,단리,2.10%,1.78%,"44,000",2.20%,"영업점,인터넷,스마트폰",1,제한없음,단리,,"최고 연 0.1%p(항목별 0.1%p) ①급여이체 ②적립식예금 잔액 10만원 이상 보유 ③탑스, 주거래 고객 ④결제계좌(가맹점) 전월 입금액 10만원 이상 ⑤비과세종합저축 대상 고객 ⑥다자녀(3인이상 자녀)가정 ⑦탐나는 J연금통장 가입고객 ⑧국민연금안심통장 가입고객 ⑨공무원연금안심통장 가입고객","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 1백만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000006,제주Dream 정기예금 (개인/만기 지급식),6,S,단리,2.25%,1.90%,"95,000",2.35%,"영업점,인터넷,스마트폰",1,제한없음,단리,,"최고 연 0.1%p(항목별 0.1%p) ①급여이체 ②적립식예금 잔액 10만원 이상 보유 ③탑스, 주거래 고객 ④결제계좌(가맹점) 전월 입금액 10만원 이상 ⑤비과세종합저축 대상 고객 ⑥다자녀(3인이상 자녀)가정 ⑦탐나는 J연금통장 가입고객 ⑧국민연금안심통장 가입고객 ⑨공무원연금안심통장 가입고객","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 1백만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000006,제주Dream 정기예금 (개인/만기 지급식),12,S,단리,2.30%,1.95%,"195,000",2.40%,"영업점,인터넷,스마트폰",1,제한없음,단리,,"최고 연 0.1%p(항목별 0.1%p) ①급여이체 ②적립식예금 잔액 10만원 이상 보유 ③탑스, 주거래 고객 ④결제계좌(가맹점) 전월 입금액 10만원 이상 ⑤비과세종합저축 대상 고객 ⑥다자녀(3인이상 자녀)가정 ⑦탐나는 J연금통장 가입고객 ⑧국민연금안심통장 가입고객 ⑨공무원연금안심통장 가입고객","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 1백만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000006,제주Dream 정기예금 (개인/만기 지급식),24,S,단리,2.20%,1.86%,"372,000",2.30%,"영업점,인터넷,스마트폰",1,제한없음,단리,,"최고 연 0.1%p(항목별 0.1%p) ①급여이체 ②적립식예금 잔액 10만원 이상 보유 ③탑스, 주거래 고객 ④결제계좌(가맹점) 전월 입금액 10만원 이상 ⑤비과세종합저축 대상 고객 ⑥다자녀(3인이상 자녀)가정 ⑦탐나는 J연금통장 가입고객 ⑧국민연금안심통장 가입고객 ⑨공무원연금안심통장 가입고객","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 1백만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000006,제주Dream 정기예금 (개인/만기 지급식),36,S,단리,2.20%,1.86%,"558,000",2.30%,"영업점,인터넷,스마트폰",1,제한없음,단리,,"최고 연 0.1%p(항목별 0.1%p) ①급여이체 ②적립식예금 잔액 10만원 이상 보유 ③탑스, 주거래 고객 ④결제계좌(가맹점) 전월 입금액 10만원 이상 ⑤비과세종합저축 대상 고객 ⑥다자녀(3인이상 자녀)가정 ⑦탐나는 J연금통장 가입고객 ⑧국민연금안심통장 가입고객 ⑨공무원연금안심통장 가입고객","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 1백만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000057,J정기예금 (만기지급식),1,S,단리,1.40%,1.18%,"10,000",2.40%,"영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),단리,,"- 아래의 우대요건 충족시 최고 0.5%p 추가 우대 ①비대면 채널 가입시 0.3%제공(신규시제공) (단, 이벤트시 디지털 채널에 고시한 우대금리를 추가 적용할 수 있음) ②신규일로부터 만기달 제외한 계약기간의 1/2이상 매월 Jbank로그인 시 0.2%제공(만기시제공)","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 30만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000057,J정기예금 (만기지급식),3,S,단리,1.70%,1.44%,"36,000",2.65%,"영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),단리,,"- 아래의 우대요건 충족시 최고 0.5%p 추가 우대 ①비대면 채널 가입시 0.3%제공(신규시제공) (단, 이벤트시 디지털 채널에 고시한 우대금리를 추가 적용할 수 있음) ②신규일로부터 만기달 제외한 계약기간의 1/2이상 매월 Jbank로그인 시 0.2%제공(만기시제공)","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 30만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000057,J정기예금 (만기지급식),6,S,단리,1.90%,1.61%,"80,000",2.90%,"영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),단리,,"- 아래의 우대요건 충족시 최고 0.5%p 추가 우대 ①비대면 채널 가입시 0.3%제공(신규시제공) (단, 이벤트시 디지털 채널에 고시한 우대금리를 추가 적용할 수 있음) ②신규일로부터 만기달 제외한 계약기간의 1/2이상 매월 Jbank로그인 시 0.2%제공(만기시제공)","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 30만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000057,J정기예금 (만기지급식),12,S,단리,2.00%,1.69%,"169,000",3.70%,"영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),단리,,"- 아래의 우대요건 충족시 최고 0.5%p 추가 우대 ①비대면 채널 가입시 0.3%제공(신규시제공) (단, 이벤트시 디지털 채널에 고시한 우대금리를 추가 적용할 수 있음) ②신규일로부터 만기달 제외한 계약기간의 1/2이상 매월 Jbank로그인 시 0.2%제공(만기시제공)","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 30만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000057,J정기예금 (만기지급식),24,S,단리,1.85%,1.57%,"313,000",2.80%,"영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),단리,,"- 아래의 우대요건 충족시 최고 0.5%p 추가 우대 ①비대면 채널 가입시 0.3%제공(신규시제공) (단, 이벤트시 디지털 채널에 고시한 우대금리를 추가 적용할 수 있음) ②신규일로부터 만기달 제외한 계약기간의 1/2이상 매월 Jbank로그인 시 0.2%제공(만기시제공)","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 30만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
020000,은행,202607,0010020,제주은행,101272000057,J정기예금 (만기지급식),36,S,단리,1.85%,1.57%,"470,000",2.80%,"영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),단리,,"- 아래의 우대요건 충족시 최고 0.5%p 추가 우대 ①비대면 채널 가입시 0.3%제공(신규시제공) (단, 이벤트시 디지털 채널에 고시한 우대금리를 추가 적용할 수 있음) ②신규일로부터 만기달 제외한 계약기간의 1/2이상 매월 Jbank로그인 시 0.2%제공(만기시제공)","- 만기후 1개월 이내 : (일반)정기예금 기본이자율의 50% (단, 최저금리 0.1%) - 만기후 1개월 초과 3개월 이내 : (일반)정기예금 기본이자율의 25% (단, 최저금리 0.1%) - 만기후 3개월 초과 : 0.1%",가입금액 : 30만원 이상,,20260720,,202607201018,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
